Depth 1988-10-21 1988-11-24 1988-12-18 1989-01-27 1989-02-18 1989-03-27 1989-04-16 1989-05-16 1989-06-21 1989-07-19 1989-08-15 1989-10-20 1989-11-28 1989-12-20 1990-01-16 1990-02-15 1990-03-15 1990-04-19 1990-05-09 1990-06-22 1990-07-17 1990-08-14 1990-09-11 1990-10-15 1990-11-06 1990-12-04 1991-01-15 1991-02-14 1991-03-14 1991-04-16 1991-05-14 1991-06-19 1991-07-17 1991-08-13 1991-09-14 1991-10-08 1991-11-13 1991-12-10 1992-01-10 1992-02-14 1992-03-09 1992-04-21 1992-05-19 1992-06-17 1992-07-13 1992-08-20 1992-09-15 1992-10-15 1992-11-13 1992-12-09 1993-01-13 1993-02-12 1993-03-12 1993-04-16 1993-05-10 1993-06-14 1993-07-13 1993-08-18 1993-09-17 1993-10-12 1993-11-09 1993-12-07 1994-01-12 1994-02-19 1994-03-15 1994-04-19 1994-05-17 1994-06-14 1994-07-19 1994-08-16 1994-09-21 1994-10-19 1994-11-14 1994-12-10 1995-01-13 1995-02-15 1995-03-17 1995-04-12 1995-05-12 1995-06-14 1995-07-11 1995-08-18 1995-09-14 1995-10-11 1995-11-12 1995-12-15 1996-01-31 1996-02-15 1996-03-15 1996-04-09 1996-05-06 1996-06-10 1996-07-11 1996-08-05 1996-09-06 1996-10-09 1996-11-05 1996-12-14 1997-01-15 1997-02-08 1997-03-07 1997-04-09 1997-05-08 1997-06-12 1997-07-17 1997-08-13 1997-09-13 1997-10-09 1997-11-13 1997-12-10 1998-01-15 1998-02-13 1998-03-13 1998-04-08 1998-05-07 1998-06-03 1998-07-08 1998-08-12 1998-09-11 1998-10-23 1998-11-18 1998-12-11 1999-01-16 1999-02-12 1999-03-24 1999-04-08 1999-05-05 1999-06-02 1999-07-09 1999-08-04 1999-09-16 1999-10-13 1999-11-10 1999-12-10 2000-02-01 2000-02-18 2000-03-14 2000-04-10 2000-05-10 2000-06-06 2000-07-11 2000-08-08 2000-09-11 2000-10-18 2000-11-14 2000-12-13 2001-01-31 2001-02-21 2001-03-21 2001-04-21 2001-05-18 2001-06-05 2001-07-19 2001-08-07 2001-09-12 2001-10-10 2001-11-10 2001-12-12 2002-02-28 2002-03-20 2002-04-20 2002-05-15 2002-06-06 2002-07-03 2002-08-21 2002-09-18 2002-10-08 2002-11-14 2002-12-11 2003-02-05 2003-02-22 2003-03-22 2003-04-22 2003-05-20 2003-07-05 2003-07-16 2003-08-12 2003-09-20 2003-10-07 2003-11-04 2003-12-03 2004-01-27 2004-02-24 2004-03-22 2004-04-20 2004-05-17 2004-06-15 2004-07-14 2004-08-16 2004-09-15 2004-10-14 2004-11-12 2004-12-09 2005-01-28 2005-02-05 2005-03-22 2005-04-19 2005-05-18 2005-06-14 2005-07-22 2005-08-10 2005-09-06 2005-10-11 2005-11-27 2005-12-11 2006-01-29 2006-02-22 2006-04-06 2006-05-09 2006-06-27 2006-07-19 2006-08-10 2006-09-07 2006-10-10 2006-11-06 2006-12-05 2007-02-01 2007-02-22 2007-03-21 2007-04-15 2007-05-17 2007-06-21 2007-07-21 2007-08-13 2007-09-06 2007-10-05 2007-11-13 2007-12-06 2008-01-15 2008-02-13 2008-03-13 2008-04-15 2008-05-30 2008-06-23 2008-07-17 2008-08-11 2008-09-12 2008-10-08 2008-11-09 2008-12-17 2009-02-09 2009-03-19 2009-04-16 2009-05-17 2009-06-13 2009-08-17 2009-09-11 2009-10-09 2009-11-07 2009-12-09 2010-02-03 2010-02-25 2010-03-24 2010-04-21 2010-05-16 2010-06-22 2010-07-26 2010-08-22 2010-09-05 2010-10-08 2010-11-11 2010-12-10 2011-02-24 2011-03-26 2011-05-04 2011-05-19 2011-06-16 mean
3670 34.906 34.909 34.904 34.906 34.917 34.904 34.899 34.909 NA 34.891 34.892 NA 34.892 NA 34.87 34.876 NA 34.893 34.901 34.897 34.911 34.882 34.902 34.9 34.899 34.906 34.904 34.901 NA 34.906 34.895 NA 34.899 34.901 34.901 34.903 34.9 34.903 34.9 34.899 34.903 34.902 34.904 34.901 34.899 34.9 34.9 34.901 34.899 34.902 34.898 34.901 34.901 34.906 34.903 34.901 34.902 34.903 34.902 34.901 34.9 34.904 34.898 34.904 34.904 34.905 34.901 34.904 34.9 34.903 34.903 34.899 34.9 34.9 34.9 34.902 34.902 34.901 34.901 34.901 34.9 34.901 34.9 34.899 34.901 34.898 34.898 34.901 34.898 34.9 34.9 34.902 34.899 34.902 34.901 34.903 34.901 34.901 34.901 34.902 34.898 34.902 34.9 34.903 34.909 34.901 34.904 34.904 34.898 34.905 34.901 34.898 34.897 34.901 34.902 34.9 34.905 34.899 34.901 34.9 34.902 34.905 34.904 34.915 34.901 34.899 34.899 34.9 34.904 34.9 34.9 34.899 34.903 34.899 34.897 34.899 34.9 34.901 34.902 34.903 34.898 34.899 34.898 34.897 34.896 34.896 34.901 34.9 34.898 34.898 34.898 34.901 34.9 34.901 34.899 34.897 34.897 34.901 34.901 34.9 34.899 34.897 34.903 34.898 34.89 34.904 34.899 34.904 34.901 34.892 34.892 34.899 34.905 34.903 34.898 34.897 34.901 34.9 34.898 34.897 34.896 34.899 34.911 34.899 34.901 34.9 34.898 34.9 34.904 34.898 34.897 34.894 34.905 34.901 34.897 34.899 34.9 34.9 34.899 34.898 34.902 34.899 34.899 34.898 34.896 34.897 34.9 34.894 34.896 34.898 34.898 34.897 34.898 34.894 34.895 34.895 34.898 34.897 34.9 34.898 34.897 34.898 34.903 34.896 34.902 34.898 34.895 34.896 34.9 34.897 34.901 34.898 34.898 34.894 34.895 34.908 34.894 34.895 34.897 34.88 34.893 34.896 NA 34.906 34.896 34.896 34.895 34.896 34.896 34.894 NA 34.896 34.9 34.897 34.899 34.899 34.899 34.896 34.895 34.899 34.898 34.892 34.897 34.897 34.893 34.894 34.893 34.899
3680 34.906 34.91 34.904 34.907 34.916 34.904 34.898 34.908 NA 34.891 34.891 NA 34.892 NA 34.87 34.875 NA 34.892 34.901 34.896 34.911 34.882 34.902 34.9 34.899 34.905 34.904 34.901 NA 34.906 34.895 NA 34.898 34.901 34.9 34.902 34.9 34.903 34.899 34.898 34.902 34.902 34.904 34.901 34.899 34.9 34.9 34.901 34.899 34.901 34.897 34.901 34.901 34.905 34.903 34.901 34.902 34.902 34.902 34.9 34.9 34.904 34.898 34.903 34.904 34.905 34.9 34.904 34.9 34.903 34.903 34.899 34.9 34.9 34.899 34.901 34.902 34.9 34.901 34.901 34.9 34.901 34.899 34.899 34.901 34.898 34.897 34.901 34.897 34.9 34.9 34.902 34.898 34.902 34.901 34.903 34.901 34.901 34.901 34.902 34.898 34.901 34.9 34.903 34.909 34.9 34.904 34.903 34.897 34.905 34.9 34.898 34.896 34.901 34.902 34.9 34.905 34.899 34.9 34.9 34.902 34.904 34.903 34.915 34.901 34.899 34.899 34.899 34.904 34.9 34.9 34.898 34.903 34.899 34.897 34.899 34.899 34.901 34.901 34.902 34.898 34.898 34.898 34.897 34.897 34.896 34.9 34.899 34.898 34.898 34.898 34.9 34.9 34.901 34.899 34.897 34.897 34.9 34.901 34.9 34.898 34.897 34.903 34.898 34.89 34.904 34.899 34.903 34.901 34.891 34.891 34.899 34.904 34.903 34.898 34.897 34.9 34.899 34.897 34.897 34.896 34.899 34.911 34.898 34.9 34.899 34.898 34.899 34.904 34.897 34.897 34.894 34.905 34.901 34.896 34.899 34.899 34.9 34.899 34.898 34.901 34.898 34.898 34.898 34.896 34.897 34.9 34.894 34.895 34.898 34.898 34.897 34.898 34.894 34.895 34.895 34.898 34.896 34.899 34.898 34.897 34.898 34.902 34.896 34.902 34.898 34.895 34.896 34.9 34.896 34.901 34.898 34.898 34.894 34.895 34.907 34.893 34.894 34.897 34.879 34.893 34.896 NA 34.905 34.896 34.896 34.894 34.896 34.896 34.894 NA 34.895 34.9 34.897 34.898 34.899 34.898 34.896 34.895 34.898 34.897 34.892 34.896 34.897 34.892 34.893 34.892 34.899
3690 34.906 34.91 34.904 34.907 34.916 34.904 34.898 34.908 NA 34.89 34.891 NA 34.891 NA 34.869 34.875 NA 34.892 34.901 34.896 34.911 34.882 34.902 34.899 34.898 34.905 34.903 34.9 NA 34.905 34.895 NA 34.898 34.901 34.9 34.902 34.899 34.902 34.898 34.898 34.902 34.901 34.904 34.901 34.899 34.899 34.899 34.9 34.898 34.901 34.897 34.901 34.901 34.905 34.903 34.901 34.902 34.902 34.901 34.9 34.899 34.904 34.898 34.902 34.904 34.904 34.9 34.903 34.9 34.903 34.903 34.898 34.9 34.9 34.899 34.901 34.902 34.9 34.901 34.901 34.899 34.901 34.898 34.899 34.901 34.897 34.897 34.9 34.897 34.9 34.901 34.902 34.898 34.902 34.901 34.902 34.9 34.9 34.901 34.901 34.897 34.901 34.9 34.902 34.908 34.9 34.904 34.903 34.897 34.904 34.9 34.898 34.896 34.901 34.901 34.9 34.905 34.899 34.9 34.9 34.902 34.904 34.903 34.914 34.901 34.899 34.898 34.899 34.904 34.9 34.9 34.898 34.902 34.899 34.897 34.899 34.899 34.9 34.901 34.902 34.897 34.898 34.897 34.897 34.898 34.895 34.9 34.899 34.898 34.897 34.897 34.899 34.899 34.9 34.899 34.897 34.896 34.9 34.9 34.899 34.898 34.896 34.903 34.898 34.89 34.903 34.898 34.903 34.9 34.891 34.891 34.899 34.904 34.902 34.898 34.897 34.9 34.899 34.897 34.897 34.896 34.899 34.911 34.898 34.9 34.899 34.898 34.899 34.904 34.897 34.897 34.893 34.904 34.901 34.896 34.898 34.898 34.9 34.898 34.897 34.901 34.898 34.898 34.897 34.896 34.896 34.899 34.894 34.895 34.898 34.898 34.897 34.898 34.893 34.894 34.895 34.897 34.896 34.898 34.897 34.897 34.897 34.901 34.895 34.902 34.898 34.895 34.896 34.899 34.896 34.9 34.897 34.898 34.893 34.895 34.907 34.893 34.894 34.897 34.878 34.893 34.896 NA 34.905 34.896 34.896 34.894 34.896 34.895 34.894 NA 34.895 34.899 34.896 34.898 34.899 34.898 34.896 34.895 34.897 34.896 34.892 34.896 34.896 34.892 34.893 34.892 34.899
3700 34.905 34.909 34.904 34.908 34.916 34.902 34.899 34.907 NA 34.89 34.891 NA 34.891 NA 34.869 34.875 NA 34.891 34.9 34.896 34.911 34.881 34.901 34.899 34.898 34.905 34.903 34.9 NA 34.905 34.895 NA 34.898 34.901 34.9 34.901 34.899 34.901 34.898 34.898 34.902 34.901 34.903 34.901 34.899 34.899 34.899 34.9 34.898 34.901 34.897 34.901 34.901 34.905 34.902 34.901 34.901 34.902 34.901 34.9 34.899 34.904 34.898 34.902 34.903 34.904 34.9 34.903 34.899 34.902 34.902 34.898 34.899 34.9 34.899 34.901 34.902 34.899 34.901 34.9 34.899 34.901 34.898 34.899 34.9 34.897 34.897 34.9 34.897 34.9 34.9 34.901 34.898 34.901 34.901 34.902 34.9 34.9 34.9 34.901 34.897 34.901 34.899 34.902 34.908 34.9 34.904 34.903 34.896 34.904 34.9 34.897 34.896 34.9 34.901 34.9 34.904 34.898 34.899 34.899 34.901 34.904 34.903 34.914 34.901 34.898 34.898 34.899 34.903 34.899 34.899 34.898 34.902 34.899 34.897 34.898 34.899 34.9 34.901 34.901 34.897 34.898 34.897 34.897 34.898 34.895 34.9 34.898 34.898 34.897 34.897 34.899 34.899 34.9 34.898 34.897 34.896 34.9 34.9 34.899 34.898 34.896 34.902 34.898 34.89 34.903 34.898 34.903 34.9 34.891 34.891 34.899 34.904 34.902 34.897 34.896 34.899 34.899 34.897 34.897 34.896 34.898 34.911 34.898 34.9 34.899 34.898 34.898 34.903 34.897 34.896 34.893 34.904 34.9 34.896 34.898 34.898 34.899 34.898 34.897 34.901 34.898 34.898 34.897 34.896 34.896 34.899 34.893 34.895 34.897 34.897 34.896 34.898 34.893 34.894 34.894 34.897 34.896 34.898 34.897 34.896 34.897 34.901 34.895 34.901 34.897 34.895 34.896 34.899 34.896 34.9 34.897 34.898 34.893 34.894 34.907 34.893 34.894 34.897 34.877 34.893 34.895 NA 34.905 34.896 34.895 34.894 34.895 34.895 34.893 NA 34.895 34.899 34.896 34.898 34.898 34.898 34.895 34.895 34.897 34.896 34.891 34.896 34.896 34.892 34.893 34.892 34.899
3710 34.905 34.909 34.903 34.908 34.915 34.902 34.898 34.907 NA 34.889 34.89 NA 34.89 NA 34.869 34.875 NA 34.891 34.9 34.896 34.91 34.88 34.901 34.898 34.898 34.904 34.903 34.9 NA 34.905 34.894 NA 34.898 34.9 34.899 34.901 34.898 34.901 34.898 34.898 34.901 34.9 34.903 34.901 34.898 34.898 34.899 34.9 34.898 34.901 34.897 34.901 34.9 34.905 34.902 34.901 34.901 34.901 34.901 34.9 34.899 34.903 34.897 34.901 34.903 34.903 34.9 34.903 34.899 34.902 34.902 34.897 34.899 34.899 34.898 34.901 34.901 34.9 34.9 34.9 34.899 34.901 34.898 34.898 34.9 34.897 34.897 34.9 34.897 34.899 34.9 34.901 34.897 34.901 34.9 34.902 34.9 34.899 34.9 34.901 34.897 34.9 34.899 34.902 34.908 34.899 34.903 34.903 34.896 34.903 34.9 34.897 34.896 34.9 34.901 34.899 34.904 34.898 34.899 34.899 34.901 34.903 34.903 34.913 34.901 34.899 34.898 34.899 34.903 34.899 34.899 34.897 34.901 34.898 34.896 34.898 34.898 34.9 34.9 34.901 34.897 34.898 34.897 34.896 34.897 34.895 34.899 34.898 34.898 34.896 34.897 34.899 34.899 34.9 34.898 34.896 34.896 34.9 34.9 34.899 34.897 34.896 34.902 34.897 34.889 34.902 34.898 34.902 34.9 34.891 34.89 34.898 34.904 34.902 34.897 34.896 34.899 34.898 34.897 34.896 34.895 34.898 34.91 34.898 34.899 34.899 34.897 34.898 34.903 34.897 34.896 34.893 34.904 34.9 34.896 34.898 34.898 34.899 34.898 34.897 34.9 34.897 34.897 34.897 34.896 34.896 34.899 34.893 34.895 34.897 34.897 34.896 34.897 34.892 34.893 34.894 34.897 34.896 34.897 34.897 34.896 34.897 34.901 34.895 34.901 34.897 34.894 34.896 34.899 34.895 34.9 34.897 34.897 34.893 34.894 34.907 34.893 34.893 34.896 34.877 34.893 34.895 NA 34.905 34.896 34.895 34.894 34.895 34.895 34.893 NA 34.895 34.899 34.896 34.898 34.898 34.897 34.895 34.894 34.896 34.896 34.891 34.896 34.895 34.892 34.893 34.892 34.898
3720 34.904 34.908 34.903 34.907 34.916 34.902 34.898 34.907 NA 34.889 34.89 NA 34.89 NA 34.869 34.874 NA 34.891 34.9 34.896 34.91 34.88 34.901 34.898 34.897 34.904 34.903 34.9 NA 34.905 34.894 NA 34.897 34.9 34.899 34.901 34.897 34.901 34.897 34.898 34.901 34.9 34.903 34.9 34.898 34.898 34.898 34.9 34.898 34.901 34.897 34.901 34.899 34.904 34.902 34.901 34.901 34.901 34.901 34.9 34.899 34.903 34.897 34.901 34.902 34.903 34.899 34.903 34.899 34.901 34.902 34.897 34.899 34.899 34.898 34.9 34.901 34.899 34.9 34.9 34.899 34.9 34.898 34.898 34.899 34.896 34.896 34.899 34.896 34.899 34.899 34.901 34.897 34.901 34.9 34.901 34.9 34.899 34.9 34.901 34.896 34.9 34.899 34.901 34.908 34.899 34.903 34.902 34.895 34.903 34.9 34.897 34.895 34.899 34.901 34.899 34.904 34.898 34.899 34.899 34.901 34.903 34.903 34.913 34.901 34.898 34.897 34.898 34.903 34.899 34.899 34.897 34.901 34.898 34.896 34.898 34.898 34.899 34.9 34.9 34.896 34.898 34.896 34.896 34.895 34.895 34.899 34.898 34.898 34.896 34.896 34.898 34.899 34.9 34.898 34.896 34.896 34.899 34.899 34.899 34.897 34.895 34.901 34.897 34.889 34.902 34.898 34.902 34.899 34.891 34.89 34.898 34.903 34.901 34.897 34.895 34.898 34.898 34.897 34.896 34.894 34.898 34.91 34.897 34.899 34.898 34.897 34.898 34.903 34.896 34.896 34.893 34.904 34.9 34.896 34.897 34.898 34.899 34.898 34.897 34.9 34.897 34.897 34.897 34.895 34.895 34.898 34.892 34.894 34.897 34.897 34.896 34.897 34.892 34.894 34.893 34.896 34.895 34.898 34.897 34.896 34.896 34.9 34.895 34.901 34.897 34.894 34.895 34.898 34.895 34.899 34.896 34.897 34.893 34.893 34.906 34.892 34.893 34.896 34.877 34.892 34.895 NA 34.904 34.895 34.895 34.894 34.895 34.895 34.893 NA 34.894 34.898 34.895 34.897 34.898 34.897 34.895 34.894 34.897 34.896 34.891 34.895 34.895 34.892 34.892 34.892 34.898
3730 34.904 34.908 34.902 34.908 34.915 34.903 34.898 34.906 NA 34.889 34.89 NA 34.889 NA 34.868 34.874 NA 34.89 34.9 34.896 34.91 34.88 34.901 34.898 34.897 34.904 34.902 34.9 NA 34.904 34.894 NA 34.897 34.9 34.899 34.901 34.897 34.901 34.897 34.898 34.901 34.9 34.903 34.9 34.898 34.897 34.898 34.899 34.898 34.9 34.896 34.901 34.899 34.904 34.901 34.901 34.901 34.901 34.901 34.899 34.898 34.902 34.896 34.901 34.902 34.903 34.899 34.903 34.898 34.901 34.901 34.897 34.899 34.898 34.898 34.9 34.901 34.899 34.9 34.899 34.898 34.9 34.897 34.898 34.899 34.896 34.896 34.899 34.896 34.899 34.898 34.9 34.897 34.9 34.9 34.901 34.899 34.899 34.9 34.901 34.896 34.9 34.898 34.901 34.907 34.899 34.902 34.902 34.895 34.902 34.899 34.896 34.894 34.899 34.901 34.898 34.903 34.898 34.899 34.898 34.901 34.903 34.902 34.913 34.9 34.898 34.897 34.898 34.903 34.898 34.899 34.896 34.901 34.898 34.895 34.898 34.898 34.899 34.9 34.9 34.896 34.898 34.896 34.896 34.894 34.894 34.899 34.898 34.897 34.896 34.896 34.898 34.898 34.9 34.898 34.895 34.895 34.899 34.899 34.898 34.897 34.895 34.901 34.897 34.889 34.901 34.897 34.902 34.899 34.891 34.889 34.897 34.903 34.901 34.896 34.895 34.898 34.898 34.897 34.896 34.894 34.898 34.91 34.897 34.899 34.898 34.897 34.898 34.902 34.896 34.895 34.893 34.903 34.9 34.896 34.897 34.897 34.898 34.898 34.897 34.9 34.897 34.897 34.897 34.895 34.895 34.898 34.892 34.894 34.896 34.897 34.895 34.897 34.892 34.893 34.893 34.896 34.895 34.898 34.896 34.896 34.896 34.9 34.894 34.901 34.897 34.894 34.895 34.898 34.895 34.899 34.896 34.897 34.893 34.893 34.906 34.892 34.893 34.895 34.876 34.892 34.895 NA 34.904 34.895 34.894 34.893 34.895 34.895 34.893 NA 34.894 34.898 34.895 34.897 34.897 34.897 34.894 34.894 34.897 34.897 34.891 34.895 34.895 34.891 34.893 34.891 34.898
3740 34.904 34.907 34.902 34.908 34.915 34.901 34.898 34.906 NA 34.888 34.889 NA 34.889 NA 34.867 34.873 NA 34.89 34.899 34.895 34.909 34.88 34.9 34.898 34.897 34.904 34.902 34.899 NA 34.904 34.894 NA 34.897 34.899 34.899 34.9 34.897 34.901 34.897 34.897 34.901 34.9 34.903 34.9 34.898 34.897 34.898 34.899 34.898 34.9 34.896 34.9 34.899 34.904 34.901 34.9 34.901 34.901 34.9 34.899 34.898 34.902 34.896 34.9 34.902 34.903 34.899 34.902 34.898 34.901 34.9 34.897 34.898 34.898 34.897 34.899 34.901 34.899 34.9 34.899 34.898 34.9 34.897 34.897 34.899 34.895 34.895 34.899 34.895 34.899 34.898 34.9 34.897 34.9 34.9 34.901 34.899 34.899 34.9 34.9 34.896 34.899 34.898 34.901 34.907 34.898 34.902 34.901 34.895 34.902 34.899 34.896 34.894 34.899 34.9 34.898 34.903 34.897 34.899 34.898 34.9 34.902 34.902 34.912 34.9 34.898 34.897 34.898 34.903 34.898 34.899 34.896 34.9 34.898 34.895 34.898 34.898 34.899 34.9 34.9 34.896 34.897 34.896 34.896 34.894 34.894 34.898 34.897 34.897 34.896 34.895 34.898 34.898 34.899 34.898 34.895 34.895 34.899 34.899 34.898 34.896 34.895 34.901 34.897 34.888 34.901 34.897 34.901 34.899 34.89 34.889 34.897 34.903 34.901 34.896 34.895 34.898 34.897 34.896 34.896 34.893 34.898 34.91 34.897 34.898 34.898 34.896 34.897 34.902 34.896 34.895 34.892 34.903 34.899 34.895 34.897 34.897 34.898 34.897 34.896 34.9 34.896 34.897 34.896 34.895 34.895 34.898 34.891 34.894 34.896 34.896 34.895 34.897 34.892 34.893 34.893 34.896 34.895 34.898 34.896 34.895 34.896 34.9 34.894 34.9 34.896 34.893 34.895 34.897 34.895 34.898 34.896 34.897 34.892 34.892 34.905 34.892 34.892 34.895 34.876 34.892 34.894 NA 34.904 34.895 34.894 34.893 34.894 34.894 34.892 NA 34.893 34.898 34.895 34.897 34.897 34.896 34.894 34.893 34.897 34.897 34.89 34.895 34.894 34.891 34.892 34.891 34.897
3750 34.904 34.906 34.902 34.909 34.915 34.902 34.898 34.906 NA 34.888 34.889 NA 34.888 NA 34.867 34.873 NA 34.89 34.899 34.895 34.909 34.879 34.9 34.898 34.897 34.903 34.901 34.899 NA 34.904 34.893 NA 34.896 34.899 34.898 34.9 34.897 34.9 34.896 34.897 34.9 34.9 34.903 34.9 34.897 34.897 34.898 34.899 34.897 34.9 34.895 34.9 34.898 34.903 34.9 34.9 34.9 34.9 34.9 34.898 34.898 34.902 34.896 34.9 34.902 34.902 34.899 34.902 34.898 34.901 34.9 34.897 34.898 34.898 34.897 34.899 34.901 34.898 34.899 34.898 34.897 34.899 34.897 34.897 34.898 34.895 34.895 34.899 34.895 34.899 34.898 34.9 34.896 34.9 34.899 34.901 34.899 34.899 34.899 34.9 34.896 34.899 34.898 34.901 34.906 34.898 34.902 34.901 34.895 34.902 34.898 34.896 34.894 34.899 34.9 34.898 34.903 34.897 34.899 34.897 34.9 34.902 34.902 34.912 34.9 34.897 34.897 34.898 34.902 34.898 34.898 34.896 34.9 34.897 34.895 34.898 34.898 34.898 34.899 34.9 34.896 34.897 34.895 34.895 34.893 34.894 34.898 34.897 34.897 34.896 34.895 34.898 34.898 34.899 34.897 34.895 34.895 34.898 34.898 34.897 34.896 34.894 34.901 34.896 34.888 34.901 34.897 34.901 34.899 34.89 34.889 34.897 34.903 34.901 34.896 34.894 34.897 34.897 34.896 34.896 34.893 34.897 34.909 34.897 34.898 34.897 34.896 34.897 34.902 34.895 34.895 34.892 34.903 34.899 34.895 34.897 34.897 34.898 34.897 34.895 34.9 34.896 34.896 34.896 34.894 34.894 34.897 34.891 34.894 34.896 34.896 34.895 34.897 34.892 34.892 34.892 34.896 34.895 34.897 34.895 34.895 34.895 34.9 34.894 34.9 34.896 34.893 34.894 34.897 34.894 34.898 34.896 34.897 34.892 34.892 34.905 34.892 34.892 34.895 34.876 34.892 34.894 NA 34.904 34.895 34.894 34.893 34.894 34.894 34.892 NA 34.893 34.898 34.895 34.897 34.897 34.896 34.893 34.893 34.896 34.896 34.89 34.894 34.894 34.891 34.892 34.891 34.897
3760 34.903 34.906 34.9 34.908 34.914 34.902 34.897 34.906 NA 34.887 34.889 NA 34.888 NA 34.867 34.873 NA 34.89 34.898 34.895 34.909 34.879 34.9 34.897 34.896 34.903 34.901 34.898 NA 34.903 34.893 NA 34.896 34.899 34.898 34.899 34.896 34.9 34.896 34.897 34.9 34.899 34.902 34.899 34.897 34.897 34.897 34.898 34.897 34.899 34.896 34.899 34.898 34.903 34.9 34.9 34.9 34.9 34.899 34.898 34.898 34.902 34.896 34.899 34.901 34.902 34.898 34.901 34.898 34.9 34.9 34.896 34.898 34.898 34.897 34.899 34.9 34.898 34.899 34.898 34.897 34.899 34.897 34.897 34.898 34.895 34.895 34.898 34.895 34.898 34.898 34.899 34.896 34.9 34.899 34.9 34.899 34.898 34.899 34.899 34.896 34.899 34.897 34.901 34.906 34.898 34.901 34.901 34.894 34.901 34.898 34.895 34.894 34.899 34.9 34.898 34.903 34.897 34.898 34.897 34.9 34.902 34.901 34.912 34.9 34.897 34.897 34.898 34.902 34.897 34.897 34.896 34.9 34.897 34.895 34.897 34.898 34.898 34.899 34.9 34.895 34.897 34.895 34.895 34.895 34.894 34.898 34.897 34.897 34.896 34.895 34.897 34.897 34.898 34.897 34.895 34.894 34.898 34.898 34.898 34.896 34.894 34.9 34.896 34.888 34.9 34.897 34.901 34.899 34.89 34.889 34.896 34.903 34.9 34.895 34.894 34.897 34.897 34.896 34.896 34.893 34.897 34.909 34.897 34.898 34.897 34.895 34.897 34.901 34.895 34.894 34.892 34.902 34.899 34.895 34.896 34.896 34.898 34.897 34.895 34.899 34.896 34.896 34.896 34.894 34.894 34.897 34.891 34.893 34.895 34.896 34.894 34.896 34.891 34.892 34.892 34.896 34.895 34.897 34.895 34.895 34.895 34.9 34.893 34.9 34.896 34.893 34.894 34.897 34.894 34.898 34.895 34.896 34.891 34.892 34.905 34.891 NA 34.894 34.876 34.892 34.894 NA 34.904 34.894 34.893 34.892 34.894 34.893 34.892 NA 34.893 34.897 34.895 34.897 34.897 34.896 34.893 34.893 34.896 34.895 34.89 34.894 34.894 34.89 34.891 34.89 34.897
3770 34.903 34.905 34.901 34.909 34.914 34.901 34.898 34.905 NA 34.887 34.889 NA 34.888 NA 34.867 34.873 NA 34.889 34.898 34.895 34.908 34.879 34.9 34.897 34.896 34.903 34.901 34.898 NA 34.903 34.893 NA 34.896 34.898 34.898 34.899 34.895 34.9 34.896 34.896 34.9 34.899 34.901 34.899 34.897 34.897 34.897 34.898 34.897 34.899 34.896 34.899 34.898 34.902 34.9 34.899 34.9 34.899 34.899 34.898 34.898 34.901 34.896 34.899 34.901 34.902 34.898 34.901 34.897 34.9 34.9 34.895 34.898 34.898 34.896 34.899 34.9 34.898 34.899 34.898 34.897 34.899 34.897 34.896 34.898 34.894 34.894 34.898 34.895 34.898 34.898 34.899 34.895 34.899 34.898 34.9 34.899 34.898 34.899 34.899 34.895 34.898 34.898 34.9 34.906 34.897 34.901 34.9 34.894 34.901 34.898 34.895 34.893 34.899 34.9 34.897 34.902 34.896 34.898 34.897 34.899 34.901 34.901 34.911 34.9 34.897 34.896 34.897 34.901 34.897 34.897 34.896 34.9 34.897 34.895 34.897 34.897 34.898 34.899 34.899 34.895 34.897 34.895 34.895 34.895 34.894 34.898 34.897 34.897 34.895 34.895 34.897 34.897 34.898 34.897 34.895 34.894 34.898 34.898 34.897 34.896 34.894 34.9 34.895 34.888 34.9 34.896 34.9 34.898 34.889 34.889 34.896 34.902 34.901 34.895 34.894 34.897 34.896 34.895 34.896 34.893 34.897 34.908 34.896 34.898 34.897 34.895 34.897 34.901 34.895 34.894 34.892 34.902 34.898 34.894 34.896 34.896 34.898 34.896 34.895 34.899 34.895 34.896 34.896 34.894 34.894 34.897 34.891 34.893 34.895 34.895 34.894 34.896 34.891 34.892 34.891 34.895 34.894 34.896 34.895 34.895 34.895 34.899 34.893 34.899 34.895 34.893 34.893 34.896 34.893 34.898 34.895 34.896 34.891 34.892 34.904 34.891 NA 34.894 34.876 34.892 34.894 NA 34.903 34.894 34.893 34.892 34.893 34.893 34.891 NA 34.893 34.897 34.895 34.896 34.896 34.895 34.893 34.893 34.895 34.894 34.89 34.894 34.894 34.89 34.891 34.89 34.897
